condition,seed,tick,collective_phi,joules_per_phi,alive,avg_energy,clustering
FREE,7021,9600,0.1213,N/A,12,1000.00,12.69
FREE,7021,9700,0.1213,N/A,12,1000.00,12.69
FREE,7021,9800,0.1213,N/A,12,1000.00,12.69
FREE,7021,9900,0.1213,N/A,12,1000.00,12.69
FREE,8018,0,0.0982,0.000000,12,1000.00,12.51
FREE,8018,100,0.1228,N/A,12,1000.00,12.51
FREE,8018,200,0.1228,N/A,12,1000.00,12.51
FREE,8018,300,0.1228,N/A,12,1000.00,12.51
FREE,8018,400,0.1228,N/A,12,1000.00,12.51
FREE,8018,500,0.1228,N/A,12,1000.00,12.51
FREE,8018,600,0.1228,N/A,12,1000.00,12.51
FREE,8018,700,0.1228,N/A,12,1000.00,12.51
FREE,8018,800,0.1228,N/A,12,1000.00,12.51
FREE,8018,900,0.1228,N/A,12,1000.00,12.51
FREE,8018,1000,0.1228,N/A,12,1000.00,12.51
FREE,8018,1100,0.1228,N/A,12,1000.00,12.51
FREE,8018,1200,0.1228,N/A,12,1000.00,12.51
FREE,8018,1300,0.1228,N/A,12,1000.00,12.51
FREE,8018,1400,0.1228,N/A,12,1000.00,12.51
FREE,8018,1500,0.1228,N/A,12,1000.00,12.51
FREE,8018,1600,0.1228,N/A,12,1000.00,12.51
FREE,8018,1700,0.1228,N/A,12,1000.00,12.51
FREE,8018,1800,0.1228,N/A,12,1000.00,12.51
FREE,8018,1900,0.1228,N/A,12,1000.00,12.51
FREE,8018,2000,0.1228,N/A,12,1000.00,12.51
FREE,8018,2100,0.1228,N/A,12,1000.00,12.51
FREE,8018,2200,0.1228,N/A,12,1000.00,12.51
FREE,8018,2300,0.1228,N/A,12,1000.00,12.51
FREE,8018,2400,0.1228,N/A,12,1000.00,12.51
FREE,8018,2500,0.1228,N/A,12,1000.00,12.51
FREE,8018,2600,0.1228,N/A,12,1000.00,12.51
FREE,8018,2700,0.1228,N/A,12,1000.00,12.51
FREE,8018,2800,0.1228,N/A,12,1000.00,12.51
FREE,8018,2900,0.1228,N/A,12,1000.00,12.51
FREE,8018,3000,0.1228,N/A,12,1000.00,12.51
FREE,8018,3100,0.1228,N/A,12,1000.00,12.51
FREE,8018,3200,0.1228,N/A,12,1000.00,12.51
FREE,8018,3300,0.1228,N/A,12,1000.00,12.51
FREE,8018,3400,0.1228,N/A,12,1000.00,12.51
FREE,8018,3500,0.1228,N/A,12,1000.00,12.51
FREE,8018,3600,0.1228,N/A,12,1000.00,12.51
FREE,8018,3700,0.1228,N/A,12,1000.00,12.51
FREE,8018,3800,0.1228,N/A,12,1000.00,12.51
FREE,8018,3900,0.1228,N/A,12,1000.00,12.51
FREE,8018,4000,0.1228,N/A,12,1000.00,12.51
FREE,8018,4100,0.1228,N/A,12,1000.00,12.51
FREE,8018,4200,0.1228,N/A,12,1000.00,12.51
FREE,8018,4300,0.1228,N/A,12,1000.00,12.51
FREE,8018,4400,0.1228,N/A,12,1000.00,12.51
FREE,8018,4500,0.1228,N/A,12,1000.00,12.51
FREE,8018,4600,0.1228,N/A,12,1000.00,12.51
FREE,8018,4700,0.1228,N/A,12,1000.00,12.51
FREE,8018,4800,0.1228,N/A,12,1000.00,12.51
FREE,8018,4900,0.1228,N/A,12,1000.00,12.51
FREE,8018,5000,0.1228,N/A,12,1000.00,12.51
FREE,8018,5100,0.1228,N/A,12,1000.00,12.51
FREE,8018,5200,0.1228,N/A,12,1000.00,12.51
FREE,8018,5300,0.1228,N/A,12,1000.00,12.51
FREE,8018,5400,0.1228,N/A,12,1000.00,12.51
FREE,8018,5500,0.1228,N/A,12,1000.00,12.51
FREE,8018,5600,0.1228,N/A,12,1000.00,12.51
FREE,8018,5700,0.1228,N/A,12,1000.00,12.51
FREE,8018,5800,0.1228,N/A,12,1000.00,12.51
FREE,8018,5900,0.1228,N/A,12,1000.00,12.51
FREE,8018,6000,0.1228,N/A,12,1000.00,12.51
FREE,8018,6100,0.1228,N/A,12,1000.00,12.51
FREE,8018,6200,0.1228,N/A,12,1000.00,12.51
FREE,8018,6300,0.1228,N/A,12,1000.00,12.51
FREE,8018,6400,0.1228,N/A,12,1000.00,12.51
FREE,8018,6500,0.1228,N/A,12,1000.00,12.51
FREE,8018,6600,0.1228,N/A,12,1000.00,12.51
FREE,8018,6700,0.1228,N/A,12,1000.00,12.51
FREE,8018,6800,0.1228,N/A,12,1000.00,12.51
FREE,8018,6900,0.1228,N/A,12,1000.00,12.51
FREE,8018,7000,0.1228,N/A,12,1000.00,12.51
FREE,8018,7100,0.1228,N/A,12,1000.00,12.51
FREE,8018,7200,0.1228,N/A,12,1000.00,12.51
FREE,8018,7300,0.1228,N/A,12,1000.00,12.51
FREE,8018,7400,0.1228,N/A,12,1000.00,12.51
FREE,8018,7500,0.1228,N/A,12,1000.00,12.51
FREE,8018,7600,0.1228,N/A,12,1000.00,12.51
FREE,8018,7700,0.1228,N/A,12,1000.00,12.51
FREE,8018,7800,0.1228,N/A,12,1000.00,12.51
FREE,8018,7900,0.1228,N/A,12,1000.00,12.51
FREE,8018,8000,0.1228,N/A,12,1000.00,12.51
FREE,8018,8100,0.1228,N/A,12,1000.00,12.51
FREE,8018,8200,0.1228,N/A,12,1000.00,12.51
FREE,8018,8300,0.1228,N/A,12,1000.00,12.51
FREE,8018,8400,0.1228,N/A,12,1000.00,12.51
FREE,8018,8500,0.1228,N/A,12,1000.00,12.51
FREE,8018,8600,0.1228,N/A,12,1000.00,12.51
FREE,8018,8700,0.1228,N/A,12,1000.00,12.51
FREE,8018,8800,0.1228,N/A,12,1000.00,12.51
FREE,8018,8900,0.1228,N/A,12,1000.00,12.51
FREE,8018,9000,0.1228,N/A,12,1000.00,12.51
FREE,8018,9100,0.1228,N/A,12,1000.00,12.51
FREE,8018,9200,0.1228,N/A,12,1000.00,12.51
FREE,8018,9300,0.1228,N/A,12,1000.00,12.51
FREE,8018,9400,0.1228,N/A,12,1000.00,12.51
FREE,8018,9500,0.1228,N/A,12,1000.00,12.51
FREE,8018,9600,0.1228,N/A,12,1000.00,12.51
FREE,8018,9700,0.1228,N/A,12,1000.00,12.51
FREE,8018,9800,0.1228,N/A,12,1000.00,12.51
FREE,8018,9900,0.1228,N/A,12,1000.00,12.51
FREE,9015,0,0.0985,0.000000,12,1000.00,10.84
FREE,9015,100,0.1231,N/A,12,1000.00,10.84
FREE,9015,200,0.1231,N/A,12,1000.00,10.84
FREE,9015,300,0.1231,N/A,12,1000.00,10.84
FREE,9015,400,0.1231,N/A,12,1000.00,10.84
FREE,9015,500,0.1231,N/A,12,1000.00,10.84
FREE,9015,600,0.1231,N/A,12,1000.00,10.84
FREE,9015,700,0.1231,N/A,12,1000.00,10.84
FREE,9015,800,0.1231,N/A,12,1000.00,10.84
FREE,9015,900,0.1231,N/A,12,1000.00,10.84
FREE,9015,1000,0.1231,N/A,12,1000.00,10.84
FREE,9015,1100,0.1231,N/A,12,1000.00,10.84
FREE,9015,1200,0.1231,N/A,12,1000.00,10.84
FREE,9015,1300,0.1231,N/A,12,1000.00,10.84
FREE,9015,1400,0.1231,N/A,12,1000.00,10.84
FREE,9015,1500,0.1231,N/A,12,1000.00,10.84
FREE,9015,1600,0.1231,N/A,12,1000.00,10.84
FREE,9015,1700,0.1231,N/A,12,1000.00,10.84
FREE,9015,1800,0.1231,N/A,12,1000.00,10.84
FREE,9015,1900,0.1231,N/A,12,1000.00,10.84
FREE,9015,2000,0.1231,N/A,12,1000.00,10.84
FREE,9015,2100,0.1231,N/A,12,1000.00,10.84
FREE,9015,2200,0.1231,N/A,12,1000.00,10.84
FREE,9015,2300,0.1231,N/A,12,1000.00,10.84
FREE,9015,2400,0.1231,N/A,12,1000.00,10.84
FREE,9015,2500,0.1231,N/A,12,1000.00,10.84
FREE,9015,2600,0.1231,N/A,12,1000.00,10.84
FREE,9015,2700,0.1231,N/A,12,1000.00,10.84
FREE,9015,2800,0.1231,N/A,12,1000.00,10.84
FREE,9015,2900,0.1231,N/A,12,1000.00,10.84
FREE,9015,3000,0.1231,N/A,12,1000.00,10.84
FREE,9015,3100,0.1231,N/A,12,1000.00,10.84
FREE,9015,3200,0.1231,N/A,12,1000.00,10.84
FREE,9015,3300,0.1231,N/A,12,1000.00,10.84
FREE,9015,3400,0.1231,N/A,12,1000.00,10.84
FREE,9015,3500,0.1231,N/A,12,1000.00,10.84
FREE,9015,3600,0.1231,N/A,12,1000.00,10.84
FREE,9015,3700,0.1231,N/A,12,1000.00,10.84
FREE,9015,3800,0.1231,N/A,12,1000.00,10.84
FREE,9015,3900,0.1231,N/A,12,1000.00,10.84
FREE,9015,4000,0.1231,N/A,12,1000.00,10.84
FREE,9015,4100,0.1231,N/A,12,1000.00,10.84
FREE,9015,4200,0.1231,N/A,12,1000.00,10.84
FREE,9015,4300,0.1231,N/A,12,1000.00,10.84
FREE,9015,4400,0.1231,N/A,12,1000.00,10.84
FREE,9015,4500,0.1231,N/A,12,1000.00,10.84
FREE,9015,4600,0.1231,N/A,12,1000.00,10.84
FREE,9015,4700,0.1231,N/A,12,1000.00,10.84
FREE,9015,4800,0.1231,N/A,12,1000.00,10.84
FREE,9015,4900,0.1231,N/A,12,1000.00,10.84
FREE,9015,5000,0.1231,N/A,12,1000.00,10.84
FREE,9015,5100,0.1231,N/A,12,1000.00,10.84
FREE,9015,5200,0.1231,N/A,12,1000.00,10.84
FREE,9015,5300,0.1231,N/A,12,1000.00,10.84
FREE,9015,5400,0.1231,N/A,12,1000.00,10.84
FREE,9015,5500,0.1231,N/A,12,1000.00,10.84
FREE,9015,5600,0.1231,N/A,12,1000.00,10.84
FREE,9015,5700,0.1231,N/A,12,1000.00,10.84
FREE,9015,5800,0.1231,N/A,12,1000.00,10.84
FREE,9015,5900,0.1231,N/A,12,1000.00,10.84
FREE,9015,6000,0.1231,N/A,12,1000.00,10.84
FREE,9015,6100,0.1231,N/A,12,1000.00,10.84
FREE,9015,6200,0.1231,N/A,12,1000.00,10.84
FREE,9015,6300,0.1231,N/A,12,1000.00,10.84
FREE,9015,6400,0.1231,N/A,12,1000.00,10.84
FREE,9015,6500,0.1231,N/A,12,1000.00,10.84
FREE,9015,6600,0.1231,N/A,12,1000.00,10.84
FREE,9015,6700,0.1231,N/A,12,1000.00,10.84
FREE,9015,6800,0.1231,N/A,12,1000.00,10.84
FREE,9015,6900,0.1231,N/A,12,1000.00,10.84
FREE,9015,7000,0.1231,N/A,12,1000.00,10.84
FREE,9015,7100,0.1231,N/A,12,1000.00,10.84
FREE,9015,7200,0.1231,N/A,12,1000.00,10.84
FREE,9015,7300,0.1231,N/A,12,1000.00,10.84
FREE,9015,7400,0.1231,N/A,12,1000.00,10.84
FREE,9015,7500,0.1231,N/A,12,1000.00,10.84
FREE,9015,7600,0.1231,N/A,12,1000.00,10.84
FREE,9015,7700,0.1231,N/A,12,1000.00,10.84
FREE,9015,7800,0.1231,N/A,12,1000.00,10.84
FREE,9015,7900,0.1231,N/A,12,1000.00,10.84
FREE,9015,8000,0.1231,N/A,12,1000.00,10.84
FREE,9015,8100,0.1231,N/A,12,1000.00,10.84
FREE,9015,8200,0.1231,N/A,12,1000.00,10.84
FREE,9015,8300,0.1231,N/A,12,1000.00,10.84
FREE,9015,8400,0.1231,N/A,12,1000.00,10.84
FREE,9015,8500,0.1231,N/A,12,1000.00,10.84
FREE,9015,8600,0.1231,N/A,12,1000.00,10.84
FREE,9015,8700,0.1231,N/A,12,1000.00,10.84
FREE,9015,8800,0.1231,N/A,12,1000.00,10.84
FREE,9015,8900,0.1231,N/A,12,1000.00,10.84
FREE,9015,9000,0.1231,N/A,12,1000.00,10.84
FREE,9015,9100,0.1231,N/A,12,1000.00,10.84
FREE,9015,9200,0.1231,N/A,12,1000.00,10.84
FREE,9015,9300,0.1231,N/A,12,1000.00,10.84
FREE,9015,9400,0.1231,N/A,12,1000.00,10.84
FREE,9015,9500,0.1231,N/A,12,1000.00,10.84
FREE,9015,9600,0.1231,N/A,12,1000.00,10.84
FREE,9015,9700,0.1231,N/A,12,1000.00,10.84
FREE,9015,9800,0.1231,N/A,12,1000.00,10.84
FREE,9015,9900,0.1231,N/A,12,1000.00,10.84
FULL,42,0,0.0980,0.104905,12,200.00,12.04
FULL,42,100,0.1023,453.493594,12,167.08,7.88
FULL,42,200,0.1085,1235.060898,12,168.18,7.72
FULL,42,300,0.1090,2290.697689,12,168.42,7.65
FULL,42,400,0.1093,2467.362880,12,168.66,7.71
FULL,42,500,0.1096,2687.922548,12,168.89,7.75
FULL,42,600,0.1098,2955.972868,12,169.12,7.75
FULL,42,700,0.1104,3959.038044,12,169.40,7.42
FULL,42,800,0.1107,4527.987537,12,169.69,7.05
FULL,42,900,0.1106,5039.948271,12,169.98,10.15
FULL,42,1000,0.0981,38.495291,12,138.54,8.32
FULL,42,1100,0.0993,823.951138,12,135.89,8.22
FULL,42,1200,0.0998,2900.200730,12,136.43,8.11
FULL,42,1300,0.1001,3305.875620,12,136.96,8.05
FULL,42,1400,0.1004,3756.027866,12,137.49,8.03
FULL,42,1500,0.1007,4307.614707,12,138.02,8.02
FULL,42,1600,0.1009,4972.048412,12,138.54,8.01
FULL,42,1700,0.1011,5757.804050,12,139.06,8.01
FULL,42,1800,0.1013,6668.900893,12,139.58,8.01
FULL,42,1900,0.1014,7702.984841,12,140.10,8.01
FULL,42,2000,0.1016,8849.606562,12,140.62,8.01
FULL,42,2100,0.1017,10088.983509,12,141.13,8.01
FULL,42,2200,0.1018,11391.610936,12,141.65,8.01
FULL,42,2300,0.1019,12719.173442,12,142.16,8.01
FULL,42,2400,0.1020,14027.169229,12,142.68,8.01
FULL,42,2500,0.1020,15269.319890,12,143.19,8.01
FULL,42,2600,0.1021,16403.181481,12,143.70,8.01
FULL,42,2700,0.1022,17395.683759,12,144.21,8.01
FULL,42,2800,0.1022,18227.072240,12,144.72,8.01
FULL,42,2900,0.1023,18892.186458,12,145.23,8.01
FULL,42,3000,0.1023,19398.971636,12,145.74,8.01
FULL,42,3100,0.1024,19765.040323,12,146.25,8.01
FULL,42,3200,0.1024,20013.517757,12,146.76,8.01
FULL,42,3300,0.1025,20169.253504,12,147.26,8.01
FULL,42,3400,0.1025,20256.015244,12,147.77,8.01
FULL,42,3500,0.1026,20294.806047,12,148.28,8.01
FULL,42,3600,0.1027,20303.138190,12,148.78,8.01
FULL,42,3700,0.1009,123.061084,12,148.80,7.91
FULL,42,3800,0.0990,29.362074,12,148.98,9.16
FULL,42,3900,0.0910,2.705997,12,144.00,9.23
FULL,42,4000,0.0947,2.831437,12,137.72,9.13
FULL,42,4100,0.0949,33.991591,10,133.37,8.93
FULL,42,4200,0.0974,1269.170006,12,133.80,8.95
FULL,42,4300,0.0979,2190.370683,12,134.35,8.96
FULL,42,4400,0.0980,2357.041534,11,134.64,8.97
FULL,42,4500,0.0982,763.341275,12,134.95,8.99
FULL,42,4600,0.0983,658.847382,12,135.13,8.99
FULL,42,4700,0.0988,1145.553730,12,135.58,8.99
FULL,42,4800,0.0992,1225.921304,12,136.03,8.99
FULL,42,4900,0.0994,1188.573287,12,136.46,8.99
FULL,42,5000,0.0989,320.741251,12,136.49,9.01
FULL,42,5100,0.0998,1757.430214,12,136.87,8.98
FULL,42,5200,0.0996,523.633260,12,137.06,9.00
FULL,42,5300,0.0998,737.314397,12,137.17,8.99
FULL,42,5400,0.1001,1429.519503,12,137.60,8.99
FULL,42,5500,0.1001,661.599863,12,137.80,8.98
FULL,42,5600,0.0998,365.484666,12,137.91,8.98
FULL,42,5700,0.0997,307.186103,12,137.99,9.00
FULL,42,5800,0.1003,731.426577,12,138.24,8.98
FULL,42,5900,0.1004,650.178401,12,138.51,8.99
FULL,42,6000,0.1005,1056.805886,12,138.55,8.98
FULL,42,6100,0.1003,538.305477,12,138.64,9.01
FULL,42,6200,0.1004,547.343559,12,138.79,8.98
FULL,42,6300,0.1008,2124.928310,12,139.14,8.98
FULL,42,6400,0.0958,1.942372,12,139.54,9.00
FULL,42,6500,0.1009,908.399134,12,139.96,9.00
FULL,42,6600,0.1011,1194.100903,12,140.36,8.99
FULL,42,6700,0.1012,1599.637574,12,140.73,8.99
FULL,42,6800,0.1012,1333.532916,12,140.99,8.99
FULL,42,6900,0.1008,135.516346,11,140.60,8.98
FULL,42,7000,0.1009,476.136393,12,140.91,9.01
FULL,42,7100,0.1005,247.838751,12,140.92,9.01
FULL,42,7200,0.1013,1626.637587,12,141.21,8.98
FULL,42,7300,0.1011,663.496363,12,141.22,8.99
FULL,42,7400,0.1008,317.194935,12,141.27,9.02
FULL,42,7500,0.1010,436.522303,12,141.53,9.01
FULL,42,7600,0.1013,826.751496,12,141.67,8.99
FULL,42,7700,0.1013,778.154696,12,142.00,9.00
FULL,42,7800,0.1016,2608.130351,12,142.35,8.98
FULL,42,7900,0.1015,1315.436406,12,142.58,8.99
FULL,42,8000,0.1015,919.271536,12,142.74,8.99
FULL,42,8100,0.1012,434.671014,12,143.05,9.00
FULL,42,8200,0.1016,1191.985469,12,143.31,8.98
FULL,42,8300,0.1016,993.417827,12,143.47,8.98
FULL,42,8400,0.1016,953.223621,12,143.73,8.98
FULL,42,8500,0.1013,379.172793,12,143.85,8.99
FULL,42,8600,0.1017,1449.822114,12,144.11,8.99
FULL,42,8700,0.1016,874.986496,12,144.08,8.98
FULL,42,8800,0.1015,593.859162,12,144.29,8.98
FULL,42,8900,0.1018,1234.682887,12,144.60,8.99
FULL,42,9000,0.1014,430.098297,12,144.48,9.01
FULL,42,9100,0.1015,505.593725,12,144.47,9.00
FULL,42,9200,0.1009,219.982219,12,144.59,9.04
FULL,42,9300,0.1014,434.337524,12,144.78,9.01
FULL,42,9400,0.0967,1.983198,12,144.96,8.99
FULL,42,9500,0.1018,7512.179403,11,145.13,8.98
FULL,42,9600,0.1019,2401.565802,12,145.47,8.98
FULL,42,9700,0.1020,2219.470941,12,145.73,8.99
FULL,42,9800,0.1020,2040.732430,12,146.14,8.98
FULL,42,9900,0.1017,502.713749,11,146.13,8.98
FREE,42,0,0.0987,0.000000,12,1000.00,12.03
FREE,42,100,0.1234,N/A,12,1000.00,12.03
FREE,42,200,0.1234,N/A,12,1000.00,12.03
FREE,42,300,0.1234,N/A,12,1000.00,12.03
FREE,42,400,0.1234,N/A,12,1000.00,12.03
FREE,42,500,0.1234,N/A,12,1000.00,12.03
FREE,42,600,0.1234,N/A,12,1000.00,12.03
FREE,42,700,0.1234,N/A,12,1000.00,12.03
FREE,42,800,0.1234,N/A,12,1000.00,12.03
FREE,42,900,0.1234,N/A,12,1000.00,12.03
FREE,42,1000,0.1234,N/A,12,1000.00,12.03
FREE,42,1100,0.1234,N/A,12,1000.00,12.03
FREE,42,1200,0.1234,N/A,12,1000.00,12.03
FREE,42,1300,0.1234,N/A,12,1000.00,12.03
FREE,42,1400,0.1234,N/A,12,1000.00,12.03
FREE,42,1500,0.1234,N/A,12,1000.00,12.03
FREE,42,1600,0.1234,N/A,12,1000.00,12.03
FREE,42,1700,0.1234,N/A,12,1000.00,12.03
FREE,42,1800,0.1234,N/A,12,1000.00,12.03
FREE,42,1900,0.1234,N/A,12,1000.00,12.03
FREE,42,2000,0.1234,N/A,12,1000.00,12.03
FREE,42,2100,0.1234,N/A,12,1000.00,12.03
FREE,42,2200,0.1234,N/A,12,1000.00,12.03
FREE,42,2300,0.1234,N/A,12,1000.00,12.03
FREE,42,2400,0.1234,N/A,12,1000.00,12.03
FREE,42,2500,0.1234,N/A,12,1000.00,12.03
FREE,42,2600,0.1234,N/A,12,1000.00,12.03
FREE,42,2700,0.1234,N/A,12,1000.00,12.03
FREE,42,2800,0.1234,N/A,12,1000.00,12.03
FREE,42,2900,0.1234,N/A,12,1000.00,12.03
FREE,42,3000,0.1234,N/A,12,1000.00,12.03
FREE,42,3100,0.1234,N/A,12,1000.00,12.03
FREE,42,3200,0.1234,N/A,12,1000.00,12.03
FREE,42,3300,0.1234,N/A,12,1000.00,12.03
FREE,42,3400,0.1234,N/A,12,1000.00,12.03
FREE,42,3500,0.1234,N/A,12,1000.00,12.03
FREE,42,3600,0.1234,N/A,12,1000.00,12.03
FREE,42,3700,0.1234,N/A,12,1000.00,12.03
FREE,42,3800,0.1234,N/A,12,1000.00,12.03
FREE,42,3900,0.1234,N/A,12,1000.00,12.03
FREE,42,4000,0.1234,N/A,12,1000.00,12.03
FREE,42,4100,0.1234,N/A,12,1000.00,12.03
FREE,42,4200,0.1234,N/A,12,1000.00,12.03
FREE,42,4300,0.1234,N/A,12,1000.00,12.03
FREE,42,4400,0.1234,N/A,12,1000.00,12.03
FREE,42,4500,0.1234,N/A,12,1000.00,12.03
FREE,42,4600,0.1234,N/A,12,1000.00,12.03
FREE,42,4700,0.1234,N/A,12,1000.00,12.03
FREE,42,4800,0.1234,N/A,12,1000.00,12.03
FREE,42,4900,0.1234,N/A,12,1000.00,12.03
FREE,42,5000,0.1234,N/A,12,1000.00,12.03
FREE,42,5100,0.1234,N/A,12,1000.00,12.03
FREE,42,5200,0.1234,N/A,12,1000.00,12.03
FREE,42,5300,0.1234,N/A,12,1000.00,12.03
FREE,42,5400,0.1234,N/A,12,1000.00,12.03
FREE,42,5500,0.1234,N/A,12,1000.00,12.03
FREE,42,5600,0.1234,N/A,12,1000.00,12.03
FREE,42,5700,0.1234,N/A,12,1000.00,12.03
FREE,42,5800,0.1234,N/A,12,1000.00,12.03
FREE,42,5900,0.1234,N/A,12,1000.00,12.03
FREE,42,6000,0.1234,N/A,12,1000.00,12.03
FREE,42,6100,0.1234,N/A,12,1000.00,12.03
FREE,42,6200,0.1234,N/A,12,1000.00,12.03
FREE,42,6300,0.1234,N/A,12,1000.00,12.03
FREE,42,6400,0.1234,N/A,12,1000.00,12.03
FREE,42,6500,0.1234,N/A,12,1000.00,12.03
FREE,42,6600,0.1234,N/A,12,1000.00,12.03
FREE,42,6700,0.1234,N/A,12,1000.00,12.03
FREE,42,6800,0.1234,N/A,12,1000.00,12.03
FREE,42,6900,0.1234,N/A,12,1000.00,12.03
FREE,42,7000,0.1234,N/A,12,1000.00,12.03
FREE,42,7100,0.1234,N/A,12,1000.00,12.03
FREE,42,7200,0.1234,N/A,12,1000.00,12.03
FREE,42,7300,0.1234,N/A,12,1000.00,12.03
FREE,42,7400,0.1234,N/A,12,1000.00,12.03
FREE,42,7500,0.1234,N/A,12,1000.00,12.03
FREE,42,7600,0.1234,N/A,12,1000.00,12.03
FREE,42,7700,0.1234,N/A,12,1000.00,12.03
FREE,42,7800,0.1234,N/A,12,1000.00,12.03
FREE,42,7900,0.1234,N/A,12,1000.00,12.03
FREE,42,8000,0.1234,N/A,12,1000.00,12.03
FREE,42,8100,0.1234,N/A,12,1000.00,12.03
FREE,42,8200,0.1234,N/A,12,1000.00,12.03
FREE,42,8300,0.1234,N/A,12,1000.00,12.03
FREE,42,8400,0.1234,N/A,12,1000.00,12.03
FREE,42,8500,0.1234,N/A,12,1000.00,12.03
FREE,42,8600,0.1234,N/A,12,1000.00,12.03
FREE,42,8700,0.1234,N/A,12,1000.00,12.03
FREE,42,8800,0.1234,N/A,12,1000.00,12.03
FREE,42,8900,0.1234,N/A,12,1000.00,12.03
FREE,42,9000,0.1234,N/A,12,1000.00,12.03
FREE,42,9100,0.1234,N/A,12,1000.00,12.03
FREE,42,9200,0.1234,N/A,12,1000.00,12.03
FREE,42,9300,0.1234,N/A,12,1000.00,12.03
FREE,42,9400,0.1234,N/A,12,1000.00,12.03
FREE,42,9500,0.1234,N/A,12,1000.00,12.03
FREE,42,9600,0.1234,N/A,12,1000.00,12.03
FREE,42,9700,0.1234,N/A,12,1000.00,12.03
FREE,42,9800,0.1234,N/A,12,1000.00,12.03
FREE,42,9900,0.1234,N/A,12,1000.00,12.03
ENERGY_ONLY,42,0,0.0980,0.104905,12,199.87,12.03
ENERGY_ONLY,42,100,0.1212,963.286416,12,187.01,12.03
ENERGY_ONLY,42,200,0.1198,955.268356,12,174.14,12.03
ENERGY_ONLY,42,300,0.1185,917.334611,12,161.29,12.03
ENERGY_ONLY,42,400,0.1171,819.557494,12,148.45,12.03
ENERGY_ONLY,42,500,0.1154,654.540299,12,135.62,12.03
ENERGY_ONLY,42,600,0.1132,464.877667,12,122.82,12.03
ENERGY_ONLY,42,700,0.1101,310.035149,12,110.03,12.03
ENERGY_ONLY,42,800,0.1056,213.914469,12,97.29,12.03
ENERGY_ONLY,42,900,0.0998,166.516092,12,84.58,12.03
ENERGY_ONLY,42,1000,0.0953,1002.068128,12,74.35,12.03
ENERGY_ONLY,42,1100,0.0944,867.421518,12,68.48,12.03
ENERGY_ONLY,42,1200,0.0935,730.178049,12,62.62,12.03
ENERGY_ONLY,42,1300,0.0923,600.283278,12,56.78,12.03
ENERGY_ONLY,42,1400,0.0909,484.773134,12,50.94,12.03
ENERGY_ONLY,42,1500,0.0892,387.153519,12,45.12,12.03
ENERGY_ONLY,42,1600,0.0871,307.940731,12,39.32,12.03
ENERGY_ONLY,42,1700,0.0846,245.661444,12,33.54,12.03
ENERGY_ONLY,42,1800,0.0816,197.830876,12,27.79,12.03
ENERGY_ONLY,42,1900,0.0781,161.687085,12,22.06,12.03
ENERGY_ONLY,42,2000,0.0741,134.643304,12,16.38,12.03
ENERGY_ONLY,42,2100,0.0697,114.502627,12,10.73,12.03
ENERGY_ONLY,42,2200,0.0651,99.511530,12,5.12,12.03
ENERGY_ONLY,42,2300,0.0608,478.086701,12,0.08,12.03
ENERGY_ONLY,42,2400,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,2500,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,2600,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,2700,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,2800,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,2900,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3000,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3100,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3200,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3300,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3400,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3500,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3600,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3700,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3800,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,3900,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,4000,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,4100,0.0608,N/A,12,0.08,12.03
ENERGY_ONLY,42,4200,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,4300,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,4400,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,4500,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,4600,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,4700,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,4800,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,4900,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,5000,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,5100,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,5200,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,5300,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,5400,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,5500,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,5600,0.0607,N/A,12,0.02,12.03
